Úroveň 1,Úroveň 2,Úroveň 3,Název (ČJ),Vysvětlení (ČJ),Příklady (ČJ),Term (EN),Explanation (EN),,,,,,,,,,
,,BBC,Vedení pod zemí,propojovací objekt pro přenos elektrické energie a signálů pod zemí,"kabelové vedení optiky, telefonu, vysokého napětí pod zemí",Cabling,buried cabled linking equipment designed for electrical power and signals,,,,,,,,,,Vedení pod zemí
,,BBD,Potrubní vedení,"propojovací objekt pro přenos plynu, vzduchu a kapalin","teplovod, kanalizace, vodovod",Piped network,"linking equipment designed for gas, air and liquids",,,,,,,,,,Potrubní vedení
,,BBE,Přepojovací zařízení,propojovací objekt pro přepojení nebo transformaci elektrických zařízení,"trafostanice, rozvodna, transformátorovna, měnírna",Coupling equipment,linking equipment designed for coupling or transforming in electrical installations,,,,,,,,,,Přepojovací zařízení
,BC?,,Odvodní systémy,systémy pro odvod odpadních produktů,,Disposal systems,technical equipment designed for disposal of waste products,,,,,,,,,,Odvodní systémy
,,BCA,Komínová zařízení,"odvodní systém pro odvod vzduchu, páry nebo kouře",chladící věž,Chimney system,"disposal systems designed to remove air, steam or flue gas",,,,,,,,,,komínová zařízení
,,BCB,Kanalizace,odvodní systémy pro odvod odpadních vod,kanalizace,Sewer system,disposal systems designed to remove wastewater,,,,,,,,,,Kanalizace
,BD?,,Přepravní systémy,technické vybavení pro pohyb osob nebo vybavení,,Transport system,technical equipment designed to move persons or equipment,,,,,,,,,,Přepravní systémy
,,BDA,Jeřáb,přepravní systém pro pohyb materiálu na krátké vzdálenosti,portálový jeřáb,Crane equipment,transport system designed to move materials over short distances,,,,,,,,,,Jeřáb
,,BDB,Přepravní zařízení,přepravní systém pro pohyb materiálu na větší vzdálenosti,,Transporter system,transport system designed to move materials over larger distances,,,,,,,,,,Přepravní zařízení
,,BDC,Lanovka,přepravní systém pro pohyb lidí na větší vzdálenosti,lanovka,Ropeway,transport system designed to move people over larger distances,,,,,,,,,,Lanovka
,BE?,,Skladové objekty,technické objekty pro ukládání informací nebo materiálů,,Storage equipment,technical equipment designed to store information or materials,,,,,,,,,,Skladové objekty
,,BEA,Monitorovací stanice,skladový objekt pro měřená data,monitorovací stanice,Measuring station,storage equipment designed for measurement data,,,,,,,,,,monitorovací stanice
,,BEB,Skládka,skladový objekt pro skladování odpadu,skládka,Landfill site,storage designed for refuse,,,,,,,,,,Skládka
,,BEC,Prostor pro kontejner,skladový objekt pro kontejnery,prostor pro kontejner,Container space,storage facility designed for containers,,,,,,,,,,Prostor pro kontejner
,,BED,Tank,"skladový objekt pro uchovávání kapaliny, plynu nebo jiných hmot v uzavřených jednotkách","plynová nádrž, cisterna, rezervoár, silo, vodárna",Tank farm,"storage facility designed for liquid, gas or other masses in sealed units",,,,,,,,,,Tank
,,BEE,Bazén,skladový objekt pro uchovávání kapaliny nebo jiné hmoty v otevřených jednotkách,bazén,Pool,storage facility designed for liquids or other masses in open units,,,,,,,,,,Bazén
,BF?,,Objekt pro zpracování,technická budova pro proces zpracování médií nebo materiálů,,Process plant,technical equipment designed to treat media or materials in a process,,,,,,,,,,Objekt pro zpracování
,,BFA,Čerpací stanice,objekt pro zpracování pomocí čerpání,"odpadní čerpadlo, čerpadlo splaškové kanalizace, převaděče",Pumping station,process plant designed to increase pressure,,,,,,,,,,Čerpací stanice
,,BFB,Čistička,"objekt pro zpracování, čištění odpadních vod",čistička odpadních vod,Treatment pond,process plant designed to treat water,,,,,,,,,,Čistička
,,BFC,Odkalovací zařízení,"objekt pro zpracování, odkalení",odkalovací zařízení,Sludge treatment plant,process plant designed to treat sludge,,,,,,,,,,Odkalovací zařízení
,BG?,,Zábavní objekty,technické objekty pro zábavu,,Entertainment system,technical equipment designed for entertainment,,,,,,,,,,Zábavní objekty
,,BGA,Horská dráha,zábavní objekt určený k rychlému a různorodému pohybu,horská dráha,Roller-coaster,entertainment system designed for quick and varied movement,,,,,,,,,,Horská dráha
,,BGB,Kolotoč,zábavní objekt určený ke  kruhovému horizontálnímu pohybu,kolotoč,Merry-go-round,entertainment system designed for circular horizontal movement,,,,,,,,,,Kolotoč
,,BGC,Ruské kolo,zábavní objekt určený ke kruhovému vertikálnímu pohybu,ruské kolo,Ferris wheel,entertainment system designed for circular vertical movement,,,,,,,,,,Ruské kolo
,,BGD,Fontána,zábavní objekt navržený pro tok vody,fontána,Flume,entertainment system designed for flow of water,,,,,,,,,,Vodotrysk
C??,,,Infrastruktura,"konstrukční entita pro provoz vozidel, plavidel nebo osob, pro přesun v rámci a mezi růzými typy dopravy a za účelem parkování a kotvení vozidel",,Infrastructure facility,construction entity designed to create physical or technical linkage,,,,,,,,,,Infrastruktura
,CA?,,Dopravní systémy,"infrastruktura pro pohyb vozidel, plavidel nebo osob po určených trasách",,Traffic facility,traffic system designed for traffic to cross over an obstruction,,,,,,,,,,Dopravní systémy
,,CAA,Most,dopravní systém pro dopravu přes překážku,"mosty pro pěší, železniční most, ekodukt, silniční most, podjezd",Bridge,traffic system designed for traffic to cross over an obstruction,,,,,,,,,,Most
,,CAB,Tunel,dopravní systém pro dopravu pod nebo skrz překážku,"tunel pro pěší, železniční tunel, silniční tunel, trubkový most",Tunnel,traffic system designed for traffic to cross under an obstruction,,,,,,,,,,Tunel
,,CAC,Vodní kanál,dopravní systém v podobě uměle vytvořené vodní cesty,vodní kanál,Transport canal,traffic system designed for water-borne traffic,,,,,,,,,,Vodní kanál
,,CAD,Železnice,dopravní systém pro dopravu po trati odděleně od silničních vozidel,železnice,Rail network,traffic system designed for traffic on rails,,,,,,,,,,Železnice
,,CAE,Silnice,dopravní systém v podobě uprovené cesty pro automobilovou dopravu,"silnice, ulice, dálnice",Road,traffic system designed for vehicular traffic,,,,,,,,,,Silnice
,,CAF,Cesta pro pěší,dopravní systém v podobě upravené cesty pro chodce,"cesta pro pěší, chodník",Footpath,traffic system designed for pedestrian traffic,,,,,,,,,,Cesta pro pěší
,,CAG,Cyklostezka,dopravní systém v podobě upravené cesty pro cyklisty a chodce,cyklostezka,Path,traffic system designed for bicycle and pedestrian traffic,,,,,,,,,,Cyklostezka
,CB?,,Terminál,Infrastruktura určená k propojení,,Terminus,infrastructure facility designed for connections,,,,,,,,,,Terminál
,,CBA,Přístaviště,terminál určený k propojení lodní a ostatní dopravy,"kontejnerový terminál, nákladní terminál",Quay,terminus designed for connection between water-borne and other traffic,,,,,,,,,,Přístaviště
,,CBB,Nástupiště,terminál určený k propojení pěší a železniční dopravy,nástupiště,Platform,terminus designed for connection between railway and other traffic,,,,,,,,,,Nástupiště
,,CBC,Křižovatka,terminál k propojení cest nebo kolejí,"kruhový objezd, křižovatka, mimoúrovňové křížení, železniční přejezd",Crossroads,terminus designed for connection between road and other traffic,,,,,,,,,,Křižovatka
,,CBD,Železniční terminál,terminál určený k propojení železniční dopravy s ostatní dopravou,"železniční stanice, stanice metra, nádraží",Rail terminus,terminus designed for connection with rail transport,,,,,,,,,,Železniční terminál
,,CBE,Letištní terminál,terminál určený ke spojení letecké dopravy s ostatní dopravou,terminál,Airport terminal,terminus designed for connection with air transport,,,,,,,,,,Letištní terminál
,,CBF,Autobusový terminál,terminál určený pro spojení s autobusovou dopravou,"autobusová zastávka, autobusové nádraží",Bus terminus,terminus designed for connection with bus transport,,,,,,,,,,Autobusový terminál
,,CBG,Lodní terminál,terminál pro lodní a ostatní dopravu,přístaviště trajektů,Ferry terminal,terminus designed for connection with ferry transport,,,,,,,,,,Lodní terminál
,CC?,,Parkovací plochy,infrastruktura určená k parkování vozidel,,Parking equipment,infrastructure facility designed for parking vehicles,,,,,,,,,,Parkovací plochy
,,CCA,Parkování kol,parkovací plochaí pro jízdní kola,parkoviště pro kola,Cycle park,parking equipment designed for bicycles,,,,,,,,,,Parkování kol
,,CCB,Parkoviště,parkovací plochaí pro motorová vozidla,parkoviště,Car park,parking equipment designed for motor vehicles,,,,,,,,,,Parkoviště
,,CCC,Seřazovací nádraží,parkovací plocha pro vlaky,seřazovací nádraží,Sidings system,parking equipment designed for trains,,,,,,,,,,Seřazovací nádraží
,,CCD,Letiště,parkovací plocha pro letadla,stanoviště letadel,Airfield,parking equipment designed for aeroplanes,,,,,,,,,,Letiště
,CD?,,Komunikační stavby,infrastruktura umožňující komunikaci mezi lidmi nebo systémy,,Communication building,infrastructure facility designed to provide communication between people or systems,,,,,,,,,,Komunikační stavby
,,CDA,Kontrolní věž,"komunikační stavba tvořená za účelem kontroly, regulace a dohledu",kontrolní věž,Control tower,"communications building designed for control, regulation and monitoring",,,,,,,,,,Kontrolní věž
,,CDB,Vysílač,komunikační stavba pro elektromagnetické vlny,vysílač,Aerial mast,communications building designed for electromagnetic waves,,,,,,,,,,Vysílač
,,CDC,Maják,komunikační stavba vydávající světelná znamení,maják,Lighthouse,communications building designed to emit optical signals,,,,,,,,,,Maják
,,CDD,Zvonice,komunikační stavba vydávající zvuková znamení,zvonice,Bell tower,communications building designed to emit audio signals,,,,,,,,,,Zvonice
,CE?,,Vodohospodářský objekt,infrastruktura sloužící k regulaci velkého množství vody,,Water control facility,infrastructure facility designed for masses of water,,,,,,,,,,Vodohospodářský objekt
,,CEA,Přehrada,vodohospodářský objekt určený k zadržení vody,přehrada,Dam,water control facility designed to retain a water level,,,,,,,,,,Přehrada
,,CEB,Průplav,vodohospodářský objekt určený k řízenému přesunu vody,průplav,Canal,water control facility designed for guided transport of water,,,,,,,,,,Průplav
,,CEC,Hráz,vodohospodářský objekt s odtokem sloužící k zadržení vody,hráz,Barrage,water control facility designed to retain a water level with an overflow,,,,,,,,,,Hráz
,,CED,Zdymadla,vodohospodářský objekt určený k úpravě výše vodní hladiny,zdymadlo,Sluice system,water control facility designed to adjust water level,,,,,,,,,,Zdymadla
,,CEE,Přístavní hráz,vodohospodářský objekt určený k ochraně přístavu před vlnami,přístavní hráz,Mole,water control facility designed to protect a harbour from wave effects,,,,,,,,,,Přístavní hráz
D??,,,Krajina,stavební entita určená k vymezení přírody,,Landscape,construction entity designed to delimit nature,,,,,,,,,,Krajina
,DA?,,Přírodní oblasti,krajina určená k poznávání přírody,,Natural area,open shaped landscape designed for experiencing and exploiting nature,,,,,,,,,,Přírodní oblasti
,,DAA,Pobřeží,přírodní oblast tvořená pískem nebo kameny s přístupem k vodě,"pobřeží, pláž",Beach,natural area consisting of sand or stone providing access to water,,,,,,,,,,Pobřeží
,,DAB,Duny,přírodní oblast tvořená kopci písku,duna,Dunes,natural area in consisting of hills of sand,,,,,,,,,,Duny
,,DAC,Jezero,přírodní obast tvořená klidnou vodní plochou,jezero,Lake,natural area consisting of a body of standing water,,,,,,,,,,Jezero
,,DAD,Louka,přírodní oblast tvořená travnatou plochou,louka,Meadow,natural area consisting of a moist low-lying area of grass,,,,,,,,,,Louka
,,DAE,Mokřady,přírodní oblast tvořená mělkou vodou nebo velmi vlhkým prostředím,mokřad,Wetland,natural area consisting of shallow water or a very moist area,,,,,,,,,,Mokřady
,,DAF,Potok,přírodní oblast tvořená tekoucí vodou,potok,Watercourse,natural area consisting of a body of running water,,,,,,,,,,Potok
,DB?,,Rekreační oblasti,krajina pro odpočinek a relaxaci,,Recreational area,landscape designed for rest and relaxation,,,,,,,,,,Rekreační oblasti
,,DBA,Zahrada,rekreační oblast pro soukromé použití,zahrada,Garden,recreational area designed for private use,,,,,,,,,,Zahrada
,,DBB,Park,Rekreační oblast pro veřejnost,městský park,Park,recreational area designed for public use,,,,,,,,,,Park
,,DBC,Kemp,rekreační oblast pro dočasné bydlení bez stálého ubytování,kemp,Campsite,recreational area designed for public use allowing for overnight accommodation,,,,,,,,,,Kemp
,DC?,,Veřejná místa,místo pro setkání většího počtu lidí,,Assembly area,landscape designed for assemblies of large groups of persons,,,,,,,,,,Veřejná místa
,,DCA,Náměstí,veřejné místo pro setkávání a společné aktivity,náměstí,Meeting place,assembly area designed for several people to hold a meeting,,,,,,,,,,Náměstí
,,DCB,Tržiště,veřejné místo pro prodej,tržiště,Market square,assembly area designed for trade,,,,,,,,,,Tržiště
,,DCC,Cvičiště,veřejné místo pro trénink dovedností,"střelnice, cvičiště",Training site,assembly area designed for practicing competencies,,,,,,,,,,Cvičiště
,,DCD,Školní dvůr,veřejné místo pro školu,školní dvůr,Playground,assembly area designed for children,,,,,,,,,,Školní dvůr
,DD?,,Výrobní oblasti,prostory pro výrobu materiálů,,Production area,landscape designed for production of materials,,,,,,,,,,Výrobní oblasti
,,DDA,Staveniště,výrobní oblast pro výstavbu budovy,staveniště,Plot,production area designed for construction of a building,,,,,,,,,,Staveniště
,,DDB,Lom,výrobní oblast pro těžbu surovin,lom,Quarry,production area designed for quarrying raw materials,,,,,,,,,,Lom
,,DDC,Štěrkovna,výrobní oblast pro sběr surovin,štěrkovna,Pit,production area designed for excavation of raw materials,,,,,,,,,,Štěrkovna
,,DDD,Produkční les,výrobní oblast pro těžbu dřeva,produkční les,Woodland,production area designed for timber,,,,,,,,,,Produkční les
,,DDE,Pole,výrobní oblast pro zemědělství,"pole, sad, lesní školka",Field,production area designed for crops,,,,,,,,,,Pole
,DE?,,Sportovní prostory,místa pro sportovní aktivity,,Sports field,landscape designed for sporting activities,,,,,,,,,,Sportovní prostory
,,DEA,Hřiště,sportovní prostory pro míčové hry,"fotbalové hřiště, tenisový kurt, basebolové hřiště",Playing field,sports field designed for ball games,,,,,,,,,,Hřiště
,,DEB,Závodní dráha,sportovní prostory pro rychlostní soutěže,"dostihové závodiště, motokrosové závodiště",Race track,sports field designed for racing competitions,,,,,,,,,,Závodní dráha
,,DEC,Stadion,sportovní prostory pro atletiku,stadion,Athletics track,sports field designed for athletics,,,,,,,,,,Stadion
,,DED,Plavecký bazén,sportovní prostory pro plavání,plavecký bazén,Swimming pool,sports field designed for swimming,,,,,,,,,,Plavecký bazén
E??,,,Pámátné stavby,stavební entita vybudovaná za účelem připomenutí významné události nebo osoby,,Monument,construction entity established to remind people of a person or an event,,,,,,,,,,Pámátné stavby
,EA?,,Památka,památná stavba určená k historické ochranně,,Memorial,memorial designed for historical preservation,,,,,,,,,,Památka
,,EAA,Kulturní památky,památka kulturního významu,,Cultural monument,memorial designed to preserve culture,,,,,,,,,,kulturní památky
,,EAB,Historické památky,památka historického významu,,Ancient monument,memorial designed to preserve ancient history,,,,,,,,,,historické památky
Z??,,,Nedefinovaný,Konstrukční entita bez stanoveného použití,,Undefined,construction entity with no defined use,,,,,,,,,,nedefinovaný
,ZZ?,,Nedefinovaný,Konstrukční entita bez stanoveného použití,,Undefined,construction entity with no defined use,,,,,,,,,,nedefinovaný
,,ZZZ,Nedefinovaný,Konstrukční entita bez stanoveného použití,,Undefined,construction entity with no defined use,,,,,,,,,,nedefinovaný
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
